,Age,Employment_Type,Weighing_Factor,Education_Level,Schooling,Marital_Status,Employment_Area,Partnership,Ethnicity,Gender,Gains_FA,Loss_FA,Working_Time,Income
54,3.871201010907891,3,11.606716309350618,11,-0.4197715361175882,0,3,1,4,1,0.0,0.0,1.5892344023623852,0
55,3.784189633918261,2,12.380000742251799,15,-0.030998194442864665,2,12,0,4,1,0.0,0.0,-0.0350797717809148,1
56,3.8501476017100584,2,12.286116891664065,4,-2.7524115861659295,2,6,0,4,1,0.0,0.0,-0.0350797717809148,0
57,3.58351893845611,2,10.939390756737573,8,0.3577751472318589,2,7,0,4,1,0.0,0.0,-0.0350797717809148,0
58,3.7376696182833684,2,11.900722066924857,11,-0.4197715361175882,2,0,0,4,1,0.0,0.0,0.6146458978764052,0
59,3.4339872044851463,2,12.144978851169512,11,-0.4197715361175882,2,6,0,4,1,8.519989278718239,0.0,-0.0350797717809148,0
60,3.4339872044851463,2,10.993681170094515,9,1.135321830581306,2,11,0,4,1,7.786551806428712,0.0,-0.0350797717809148,0
61,3.4965075614664802,7,12.591120737644069,5,-2.3636382444912063,3,14,1,4,1,0.0,0.0,-0.0350797717809148,0
62,3.8918202981106265,2,11.915994371144912,11,-0.4197715361175882,2,13,0,4,1,0.0,0.0,-0.0350797717809148,0
63,3.7612001156935624,2,11.666787531724168,10,2.3016418556054767,2,9,0,4,1,0.0,0.0,0.3709987717549102,1
64,3.4011973816621555,2,11.56740418051249,15,-0.030998194442864665,0,12,1,4,1,0.0,0.0,1.4268029849480552,0
65,3.6109179126442243,2,11.954645353737565,11,-0.4197715361175882,2,2,0,4,1,0.0,0.0,-0.0350797717809148,0
66,3.367295829986474,2,12.118202718273533,15,-0.030998194442864665,0,0,1,4,0,0.0,0.0,-0.0350797717809148,0
67,3.9889840465642745,2,12.042653310789234,11,-0.4197715361175882,2,0,5,4,0,0.0,0.0,-0.0350797717809148,1
68,3.912023005428146,3,12.16359302791155,15,-0.030998194442864665,2,3,0,4,1,0.0,0.0,0.7770773152907352,1
69,3.258096538021482,7,12.209476844663737,15,-0.030998194442864665,4,14,3,4,1,0.0,0.0,-0.0350797717809148,0
70,2.995732273553991,2,11.527912594778476,15,-0.030998194442864665,4,9,3,4,1,0.0,0.0,-0.6848054414382349,0
71,3.4657359027997265,2,12.644246928048043,9,1.135321830581306,5,11,3,2,0,0.0,0.0,-0.0350797717809148,0
72,3.4011973816621555,4,11.997195592054249,9,1.135321830581306,2,11,0,4,1,0.0,0.0,2.4013914894340354,1
73,3.1780538303479458,2,12.262826255225757,15,-0.030998194442864665,4,6,1,4,1,0.0,0.0,-0.0350797717809148,0
74,4.382026634673881,2,11.734026932650213,15,-0.030998194442864665,2,9,2,4,1,0.0,0.0,-1.6593939459242149,0
75,3.332204510175204,2,12.273366741581519,11,-0.4197715361175882,4,7,3,4,1,0.0,0.0,-0.0350797717809148,0
76,3.713572066704308,2,10.380187461572742,7,0.7465484889065824,2,0,0,4,1,0.0,0.0,-0.0350797717809148,0
77,4.219507705176107,7,12.267920048856254,0,-1.586091561141759,2,14,0,4,1,0.0,0.0,-3.121276702653185,0
78,2.9444389791664403,2,12.643149463403748,1,-1.1973182194670353,4,7,3,4,0,0.0,0.0,-1.4969625285098849,0
79,3.4657359027997265,1,11.743465594034657,5,-2.3636382444912063,2,4,0,4,1,0.0,0.0,-0.0350797717809148,0
80,2.9444389791664403,2,13.009955867684784,11,-0.4197715361175882,4,11,1,4,1,0.0,0.0,-0.8472368588525648,0
81,3.970291913552122,2,12.530023964454791,9,1.135321830581306,2,7,0,4,1,0.0,0.0,-0.0350797717809148,0
82,3.8501476017100584,2,10.851645100748655,11,-0.4197715361175882,2,7,5,4,0,0.0,0.0,-0.0350797717809148,0
83,4.0943445622221,2,11.982541519118438,11,-0.4197715361175882,2,11,0,4,1,0.0,0.0,0.6146458978764052,0
84,3.8066624897703196,2,12.747210185934108,11,-0.4197715361175882,0,2,1,4,0,9.571156728415465,0.0,-0.0350797717809148,1
85,3.9889840465642745,2,12.754927888763527,11,-0.4197715361175882,0,11,3,4,0,0.0,0.0,-0.4411583153167398,0
86,3.912023005428146,1,12.499618740942523,11,-0.4197715361175882,2,10,0,4,1,0.0,0.0,-0.0350797717809148,1
87,3.5263605246161616,2,12.216280368997595,12,1.5240951722560296,2,9,0,4,1,0.0,0.0,0.7770773152907352,0
88,3.4339872044851463,2,10.902923865496952,6,-1.9748649028164826,4,11,1,4,1,0.0,0.0,-0.0350797717809148,0
89,3.784189633918261,0,12.92602727400971,10,2.3016418556054767,4,9,1,4,0,0.0,0.0,0.7770773152907352,1
90,4.060443010546419,2,12.429128192972156,8,0.3577751472318589,2,9,0,4,1,0.0,0.0,-0.0350797717809148,0
91,3.6375861597263857,2,12.566299772988144,15,-0.030998194442864665,0,2,4,4,0,0.0,0.0,-0.0350797717809148,0
92,3.367295829986474,2,12.266998398472667,15,-0.030998194442864665,0,6,4,2,0,0.0,0.0,-1.25331540238839,0
93,3.4339872044851463,2,11.67630202659641,11,-0.4197715361175882,2,11,5,1,0,0.0,7.3613754289773485,-0.4411583153167398,0
94,3.5553480614894135,1,12.329603574794914,9,1.135321830581306,2,10,0,4,1,0.0,0.0,-0.0350797717809148,1
95,3.4011973816621555,1,11.657770120619901,15,-0.030998194442864665,4,5,1,4,1,0.0,0.0,0.7770773152907352,0
96,3.8918202981106265,4,12.161483146201341,10,2.3016418556054767,2,9,0,4,1,0.0,7.551186867296149,1.5892344023623852,1
97,3.6375861597263857,2,12.219403394938817,15,-0.030998194442864665,2,11,0,4,1,0.0,0.0,0.6146458978764052,1
98,3.8918202981106265,2,12.049980081465574,7,0.7465484889065824,0,3,4,4,0,0.0,0.0,-0.0350797717809148,0
99,3.4965075614664802,0,12.426853407655194,11,-0.4197715361175882,4,7,3,2,1,0.0,0.0,-0.0350797717809148,0
100,4.343805421853684,2,11.729584034168633,12,1.5240951722560296,2,3,0,4,1,0.0,0.0,-0.0350797717809148,1
101,3.8066624897703196,2,12.197450582139075,9,1.135321830581306,2,3,0,4,1,9.617470759403409,0.0,1.5892344023623852,1
102,3.871201010907891,4,11.912486511691297,12,1.5240951722560296,4,9,1,4,0,0.0,0.0,0.7770773152907352,0
103,3.044522437723423,2,12.145797025305598,15,-0.030998194442864665,4,12,3,4,0,0.0,0.0,-0.0350797717809148,0
104,3.4011973816621555,2,11.546679339075448,11,-0.4197715361175882,4,2,1,4,1,0.0,0.0,-0.0350797717809148,0
105,3.4965075614664802,3,12.668740055404086,11,-0.4197715361175882,2,2,0,4,1,8.94754601503218,0.0,-0.0350797717809148,1
106,2.8903717578961645,7,12.627653855480041,0,-1.586091561141759,4,14,3,4,0,10.436935354338399,0.0,-0.6848054414382349,0
107,3.4339872044851463,2,12.180252147115654,1,-1.1973182194670353,4,5,3,4,1,0.0,0.0,-0.0350797717809148,0
108,3.4657359027997265,1,12.150908711979664,11,-0.4197715361175882,4,0,1,4,0,0.0,0.0,-0.0350797717809148,0
109,3.7612001156935624,2,11.733609995369179,11,-0.4197715361175882,2,5,0,4,1,0.0,0.0,-0.0350797717809148,0
110,3.2188758248682006,2,12.977053171843112,9,1.135321830581306,4,11,2,4,1,0.0,0.0,-0.0350797717809148,0
111,3.6635616461296463,2,11.087130090388813,14,1.9128685139307533,2,9,0,4,1,0.0,0.0,-0.0350797717809148,1
112,4.04305126783455,4,12.723693131842069,11,-0.4197715361175882,2,7,0,4,1,0.0,7.543273346705446,0.7770773152907352,1
113,3.367295829986474,2,12.842305500105365,15,-0.030998194442864665,2,11,5,4,0,8.310169021981912,0.0,-1.25331540238839,0
114,3.6109179126442243,2,11.54117272790833,11,-0.4197715361175882,4,6,3,4,0,0.0,0.0,-0.0350797717809148,0
115,3.9889840465642745,2,11.468430065083664,6,-1.9748649028164826,2,5,0,4,1,0.0,0.0,0.7770773152907352,0
116,4.04305126783455,3,12.621788369434473,15,-0.030998194442864665,2,11,0,4,1,0.0,0.0,0.7770773152907352,0
117,3.912023005428146,1,12.19284555194908,8,0.3577751472318589,2,2,0,2,1,0.0,0.0,-0.0350797717809148,1
118,4.02535169073515,2,12.419379979480023,15,-0.030998194442864665,2,11,0,4,1,0.0,0.0,1.2643715675337253,0
119,3.1354942159291497,2,11.538914797431477,11,-0.4197715361175882,4,2,1,4,1,0.0,0.0,0.046135936926250204,0
120,3.091042453358316,2,12.20565255730547,15,-0.030998194442864665,4,7,3,4,0,0.0,0.0,-0.0350797717809148,0
121,3.713572066704308,2,11.685651128090736,9,1.135321830581306,2,3,0,4,1,0.0,0.0,1.5892344023623852,0
122,3.4339872044851463,2,11.25342908419022,9,1.135321830581306,4,3,3,2,1,0.0,0.0,-0.0350797717809148,0
123,3.4011973816621555,5,12.498704945363995,9,1.135321830581306,2,9,0,4,1,0.0,0.0,0.7770773152907352,1
124,2.995732273553991,2,12.616880124395673,15,-0.030998194442864665,4,7,3,2,1,0.0,0.0,-0.4411583153167398,0
125,3.871201010907891,2,12.570121832778748,9,1.135321830581306,2,3,5,4,0,0.0,0.0,-0.0350797717809148,1
126,3.044522437723423,2,11.62355407979404,15,-0.030998194442864665,4,0,3,4,0,0.0,7.450079569807499,-1.0096682762668947,0
127,3.4657359027997265,2,11.652148131527536,7,0.7465484889065824,2,0,0,4,1,0.0,0.0,-0.0350797717809148,1
128,3.58351893845611,7,11.769936967395626,11,-0.4197715361175882,2,14,0,4,1,0.0,0.0,-0.0350797717809148,0
129,3.6888794541139363,2,12.809677977428624,15,-0.030998194442864665,0,2,1,4,1,0.0,0.0,-0.0350797717809148,0
130,3.367295829986474,2,11.150835888329997,7,0.7465484889065824,4,11,1,4,0,0.0,0.0,1.5892344023623852,0
131,3.2188758248682006,2,10.676462032955628,11,-0.4197715361175882,4,7,1,4,0,0.0,7.47477218239787,-0.0350797717809148,0
132,3.6635616461296463,4,11.70343011540549,11,-0.4197715361175882,2,2,0,4,1,8.386400901166214,0.0,-0.4411583153167398,0
133,3.6375861597263857,2,12.445888439398772,9,1.135321830581306,2,11,0,4,1,0.0,0.0,0.7770773152907352,0
134,3.8501476017100584,2,11.892703466142407,7,0.7465484889065824,0,12,1,2,0,0.0,0.0,-0.3599426066095748,0
135,3.6635616461296463,0,11.743513239173671,12,1.5240951722560296,2,9,0,4,1,0.0,0.0,-0.0350797717809148,1
136,3.784189633918261,4,10.949419620566681,11,-0.4197715361175882,2,2,0,4,1,0.0,0.0,1.5892344023623852,0
137,3.332204510175204,2,12.002290447694584,8,0.3577751472318589,2,0,5,4,0,0.0,0.0,-0.4411583153167398,0
138,3.044522437723423,2,10.443221281449327,15,-0.030998194442864665,4,11,3,4,1,0.0,0.0,-1.6593939459242149,0
139,3.912023005428146,2,11.314157402797333,15,-0.030998194442864665,2,2,0,1,1,0.0,0.0,-0.0350797717809148,1
140,4.127134385045092,3,11.106685056394312,11,-0.4197715361175882,2,2,0,4,1,0.0,0.0,-0.0350797717809148,0
141,3.332204510175204,2,12.357861968118051,15,-0.030998194442864665,4,11,3,4,0,0.0,0.0,-0.0350797717809148,0
142,2.995732273553991,2,12.666243718237075,15,-0.030998194442864665,4,7,3,4,1,0.0,0.0,-0.8472368588525648,0
143,3.828641396489095,2,12.188850186734587,8,0.3577751472318589,4,9,1,4,0,0.0,7.355641102974253,-0.0350797717809148,1
144,4.2626798770413155,2,11.565299674957968,15,-0.030998194442864665,4,12,2,4,1,0.0,0.0,-0.0350797717809148,0
145,3.4657359027997265,2,12.132506834073085,11,-0.4197715361175882,4,13,4,2,0,0.0,0.0,-0.8472368588525648,0
146,3.1354942159291497,2,12.074681817404763,15,-0.030998194442864665,2,7,0,4,1,0.0,0.0,-1.334531111095555,0
147,3.6109179126442243,2,11.592605029792303,11,-0.4197715361175882,6,7,4,4,0,0.0,0.0,-1.334531111095555,0
148,4.174387269895637,2,12.107538775214625,1,-1.1973182194670353,2,2,0,4,1,0.0,7.687080155783135,-0.0350797717809148,0
149,3.784189633918261,7,12.070613682048315,15,-0.030998194442864665,0,14,1,4,0,0.0,0.0,-0.0350797717809148,0
150,3.871201010907891,1,12.133555714690997,15,-0.030998194442864665,0,0,4,4,0,0.0,0.0,-0.1975111891952448,0
151,3.5553480614894135,2,12.196951171080613,11,-0.4197715361175882,4,0,1,4,0,0.0,0.0,-0.0350797717809148,0
152,3.5263605246161616,2,12.001530019365102,9,1.135321830581306,4,3,2,1,0,0.0,0.0,-0.0350797717809148,0
153,3.091042453358316,2,12.59865175124841,11,-0.4197715361175882,4,2,3,4,1,0.0,0.0,-0.4411583153167398,0
154,3.970291913552122,7,12.440765249061249,11,-0.4197715361175882,0,14,1,4,1,0.0,0.0,0.3709987717549102,1
155,3.8918202981106265,2,12.142685461349771,11,-0.4197715361175882,2,2,0,4,1,0.0,0.0,0.4522144804620752,0
156,3.1780538303479458,2,12.27626546346001,9,1.135321830581306,4,5,1,4,1,0.0,0.0,-0.0350797717809148,0
157,4.276666119016055,4,13.110744134692169,15,-0.030998194442864665,5,11,4,2,1,0.0,7.504942068396171,-3.121276702653185,0
158,3.4011973816621555,2,12.16283105949115,11,-0.4197715361175882,0,2,1,4,1,0.0,0.0,1.5892344023623852,0
159,3.7612001156935624,2,12.339103287800162,9,1.135321830581306,5,7,2,2,1,0.0,0.0,0.7770773152907352,0
160,4.23410650459726,7,10.553675038655937,3,-3.141184927840653,0,14,1,4,0,0.0,0.0,-1.6593939459242149,0
161,3.258096538021482,2,12.440168006248479,11,-0.4197715361175882,4,7,4,4,0,0.0,0.0,-0.0350797717809148,0
162,3.8066624897703196,3,11.269260277935222,12,1.5240951722560296,0,3,4,1,0,0.0,0.0,-0.0350797717809148,0
163,3.367295829986474,2,11.389853467380235,11,-0.4197715361175882,4,3,1,1,0,0.0,0.0,-0.0350797717809148,0
164,3.828641396489095,4,12.211463090939162,12,1.5240951722560296,2,11,0,4,1,0.0,0.0,-0.0350797717809148,1
165,3.6109179126442243,2,12.241237066117792,15,-0.030998194442864665,0,7,4,4,0,0.0,0.0,-0.0350797717809148,0
166,3.6888794541139363,0,12.369406742688493,7,0.7465484889065824,4,3,1,4,1,0.0,0.0,0.1273516456334152,0
167,3.8501476017100584,5,11.538875822852642,12,1.5240951722560296,6,10,4,4,1,0.0,0.0,-0.0350797717809148,0
168,2.9444389791664403,2,10.159253170667593,1,-1.1973182194670353,4,5,3,4,1,0.0,0.0,-1.9842567807528748,0
169,4.204692619390966,1,10.911938052328884,8,0.3577751472318589,6,9,1,4,0,0.0,0.0,-1.6593939459242149,0
170,3.332204510175204,2,11.735700948555822,11,-0.4197715361175882,4,7,1,4,1,0.0,7.591357046698551,-0.0350797717809148,0
171,3.367295829986474,5,12.074402377081986,11,-0.4197715361175882,2,10,0,4,1,0.0,0.0,-0.0350797717809148,0
172,3.9512437185814275,2,11.472759505212103,15,-0.030998194442864665,2,11,0,4,1,0.0,7.589841512182657,-0.0350797717809148,1
173,3.332204510175204,2,12.966950901847557,9,1.135321830581306,4,2,1,4,1,0.0,0.0,0.7770773152907352,0
174,3.367295829986474,5,11.915887442860274,9,1.135321830581306,2,9,0,4,1,0.0,0.0,-0.0350797717809148,1
175,3.332204510175204,2,12.444360934170836,11,-0.4197715361175882,3,11,4,4,0,0.0,0.0,-1.25331540238839,0
176,3.091042453358316,2,12.653821079893074,11,-0.4197715361175882,4,2,3,2,1,0.0,0.0,-0.0350797717809148,0
177,3.5553480614894135,2,13.089381402788032,11,-0.4197715361175882,4,5,1,2,1,0.0,0.0,-0.0350797717809148,0
178,2.9444389791664403,2,12.12231596626104,11,-0.4197715361175882,4,7,3,4,1,0.0,0.0,-2.309119615581535,0
179,3.5263605246161616,2,10.52607813963294,9,1.135321830581306,2,9,0,4,1,0.0,0.0,1.9953129458982102,0
180,3.8066624897703196,1,12.108156573335648,15,-0.030998194442864665,2,3,0,2,1,0.0,0.0,-0.1975111891952448,1
181,3.784189633918261,2,11.649037275451104,15,-0.030998194442864665,0,0,1,4,0,0.0,0.0,-0.0350797717809148,0
182,3.4339872044851463,2,13.359398788461638,15,-0.030998194442864665,4,2,1,2,1,0.0,0.0,0.3709987717549102,0
183,3.713572066704308,2,12.565043451958553,5,-2.3636382444912063,2,6,0,4,1,0.0,0.0,-0.0350797717809148,1
184,3.6375861597263857,0,10.276945864509205,15,-0.030998194442864665,2,0,0,4,1,0.0,0.0,0.1273516456334152,1
185,3.5553480614894135,2,12.624884948873607,11,-0.4197715361175882,2,0,0,2,1,0.0,0.0,-0.0350797717809148,0
186,3.7376696182833684,4,11.871508587178262,9,1.135321830581306,0,3,1,4,0,0.0,0.0,-0.0350797717809148,0
187,3.9889840465642745,7,11.813814934509129,9,1.135321830581306,0,14,1,4,0,0.0,0.0,0.7770773152907352,0
188,3.4657359027997265,2,11.51221521280086,12,1.5240951722560296,2,9,5,4,0,0.0,0.0,0.7770773152907352,0
189,4.07753744390572,5,11.604300640061359,10,2.3016418556054767,2,9,0,4,1,0.0,0.0,-3.2024924113603497,1
190,3.6635616461296463,2,11.95261807162762,15,-0.030998194442864665,0,6,1,2,0,0.0,0.0,-1.0096682762668947,0
191,3.2188758248682006,2,11.980225442641649,15,-0.030998194442864665,2,6,0,4,1,0.0,0.0,-0.0350797717809148,0
192,3.7376696182833684,1,13.169077101549243,9,1.135321830581306,2,2,0,2,1,0.0,0.0,-0.0350797717809148,0
193,3.871201010907891,2,11.703049833827205,15,-0.030998194442864665,2,12,0,4,1,0.0,0.0,0.3709987717549102,0
194,3.7376696182833684,0,11.781126508407558,9,1.135321830581306,2,12,0,4,1,0.0,0.0,-1.334531111095555,0
195,3.1780538303479458,2,12.192926613860159,4,-2.7524115861659295,2,13,2,4,1,0.0,0.0,-0.0350797717809148,0
196,3.6109179126442243,2,11.506655851956634,15,-0.030998194442864665,0,2,1,4,1,0.0,0.0,-0.0350797717809148,0
197,3.713572066704308,0,10.947221179694248,12,1.5240951722560296,4,3,1,4,0,9.552865680310473,0.0,1.1831558588265603,1
198,3.58351893845611,2,11.842178851132505,12,1.5240951722560296,2,9,2,4,1,8.895492631451633,0.0,-0.0350797717809148,1
199,3.2188758248682006,4,10.40189640628703,11,-0.4197715361175882,4,11,1,4,1,0.0,0.0,-0.0350797717809148,0
200,3.295836866004329,2,12.89249224659066,12,1.5240951722560296,4,9,1,4,0,0.0,7.537430036586509,-0.0350797717809148,0
201,2.995732273553991,7,12.047393393849188,11,-0.4197715361175882,4,14,3,4,1,0.0,0.0,-0.0350797717809148,0
202,3.9512437185814275,2,12.46583352412755,9,1.135321830581306,2,3,0,4,1,0.0,0.0,0.7770773152907352,1
203,3.7612001156935624,1,12.448304843827072,15,-0.030998194442864665,4,9,1,4,0,0.0,7.201170883281678,-0.0350797717809148,0
204,3.6375861597263857,5,10.783363231708234,11,-0.4197715361175882,0,0,4,4,0,0.0,0.0,-0.4411583153167398,0
205,2.9444389791664403,2,11.850575579049915,1,-1.1973182194670353,4,11,3,4,0,0.0,0.0,-0.0350797717809148,0
206,3.6109179126442243,2,11.765689952517956,9,1.135321830581306,2,7,0,2,1,8.895492631451633,0.0,-0.3599426066095748,1
207,3.58351893845611,2,10.498773802892188,11,-0.4197715361175882,0,2,1,4,1,0.0,0.0,1.5892344023623852,0
208,4.07753744390572,3,12.257544923899136,11,-0.4197715361175882,2,11,5,4,0,9.617470759403409,0.0,-0.4411583153167398,1
209,2.8903717578961645,2,11.08780341895267,1,-1.1973182194670353,4,11,3,4,0,0.0,0.0,-2.309119615581535,0
210,3.8066624897703196,1,11.988811757374119,11,-0.4197715361175882,2,13,0,2,1,0.0,0.0,-0.0350797717809148,0
211,3.6375861597263857,2,12.247017832461932,11,-0.4197715361175882,2,2,0,4,1,0.0,0.0,-0.0350797717809148,1
212,3.58351893845611,2,11.943349816786196,15,-0.030998194442864665,4,11,1,0,0,0.0,0.0,-0.0350797717809148,0
213,4.110873864173311,2,11.359960748277265,11,-0.4197715361175882,2,2,0,1,1,0.0,0.0,-0.0350797717809148,0
214,4.007333185232471,3,11.739407437549838,5,-2.3636382444912063,2,6,0,4,1,0.0,0.0,-0.0350797717809148,1
215,3.6375861597263857,2,13.362818613053408,9,1.135321830581306,4,3,1,2,1,0.0,0.0,1.5892344023623852,1
216,3.9318256327243257,2,12.654986694711154,7,0.7465484889065824,0,11,1,4,0,0.0,0.0,-0.0350797717809148,0
217,3.6635616461296463,2,12.11510801015608,9,1.135321830581306,2,11,0,4,1,0.0,0.0,0.7770773152907352,0
218,3.828641396489095,2,11.603086044678186,9,1.135321830581306,2,9,0,4,1,0.0,0.0,1.1831558588265603,0
219,3.258096538021482,2,12.44903843179147,0,-1.586091561141759,4,2,1,4,1,0.0,0.0,-0.0350797717809148,0
220,3.4657359027997265,2,12.195320042943083,15,-0.030998194442864665,2,5,0,4,1,0.0,0.0,-0.0350797717809148,0
221,4.174387269895637,7,12.14237110735795,3,-3.141184927840653,0,14,1,4,1,0.0,0.0,-0.0350797717809148,0
